epoch,stability,assigned_frac,anchors_per_gt,DR,miss_frac,dup_frac,cm_mean,cm_median
34,0.7044,1.0000,1.000,0.9378,0.1533,0.0844,0.6396,0.8005
35,0.6244,1.0000,1.000,0.7444,0.2933,0.0378,0.5142,0.6084
36,0.6911,1.0000,1.000,0.8978,0.1822,0.0778,0.6196,0.7992
37,0.7222,1.0000,1.000,0.9489,0.1311,0.0800,0.6667,0.8416
38,0.6778,1.0000,1.000,0.8889,0.1733,0.0622,0.5936,0.7305
39,0.6644,1.0000,1.000,0.9311,0.1489,0.0778,0.6257,0.7680
40,0.6644,1.0000,1.000,0.8333,0.2222,0.0556,0.5708,0.7286
41,0.7022,1.0000,1.000,0.9244,0.1511,0.0756,0.6392,0.7910
42,0.6578,1.0000,1.000,0.8911,0.1533,0.0400,0.6480,0.7964
43,0.7244,1.0000,1.000,0.8178,0.2244,0.0422,0.5578,0.6851
44,0.6400,1.0000,1.000,0.9489,0.1289,0.0756,0.6656,0.8167
45,0.6844,1.0000,1.000,0.8933,0.1644,0.0578,0.6508,0.8049
46,0.7178,1.0000,1.000,0.8911,0.1800,0.0689,0.6051,0.7659
47,0.7156,1.0000,1.000,0.6778,0.3578,0.0356,0.4516,0.4712
48,0.7067,1.0000,1.000,0.8489,0.2000,0.0444,0.6252,0.8079
49,0.7422,1.0000,1.000,0.8533,0.1844,0.0378,0.6153,0.7763
50,0.6333,1.0000,1.000,0.8467,0.2000,0.0467,0.5805,0.7097
51,0.6222,1.0000,1.000,0.8311,0.2067,0.0378,0.5979,0.7637
52,0.6089,1.0000,1.000,0.9244,0.1667,0.0911,0.6407,0.8196
53,0.6867,1.0000,1.000,0.8422,0.1911,0.0333,0.6444,0.8296
54,0.6689,1.0000,1.000,0.7956,0.2556,0.0511,0.5605,0.7110
55,0.6889,1.0000,1.000,0.8378,0.2156,0.0533,0.5752,0.7029
56,0.7044,1.0000,1.000,0.8156,0.2244,0.0378,0.5786,0.7148
57,0.6533,1.0000,1.000,0.8200,0.2178,0.0378,0.6066,0.7855
58,0.7200,1.0000,1.000,0.8622,0.1800,0.0422,0.6295,0.7919
59,0.7022,1.0000,1.000,0.8756,0.1867,0.0600,0.5831,0.7097
60,0.6911,1.0000,1.000,0.8911,0.1778,0.0667,0.5988,0.7619
61,0.6622,1.0000,1.000,0.8822,0.1800,0.0622,0.6024,0.7380
62,0.7111,1.0000,1.000,0.8244,0.2200,0.0422,0.5982,0.7408
63,0.6689,1.0000,1.000,0.8711,0.1933,0.0622,0.6142,0.7768
64,0.7200,1.0000,1.000,0.8489,0.2067,0.0556,0.6071,0.7781
65,0.6956,1.0000,1.000,0.7178,0.3244,0.0400,0.4890,0.5476
66,0.6933,1.0000,1.000,0.8200,0.2400,0.0600,0.5541,0.6954
67,0.6933,1.0000,1.000,0.7800,0.2511,0.0311,0.5346,0.6339
68,0.6733,1.0000,1.000,0.8156,0.2156,0.0311,0.5961,0.7433
69,0.7133,1.0000,1.000,0.8422,0.1956,0.0378,0.6383,0.8294
70,0.6911,0.9978,1.000,0.7067,0.3178,0.0244,0.5105,0.5763
71,0.7022,1.0000,1.000,0.8933,0.1511,0.0444,0.6656,0.8231
72,0.5711,1.0000,1.000,0.8978,0.1556,0.0533,0.6806,0.8563
73,0.6578,1.0000,1.000,0.8822,0.1911,0.0711,0.6214,0.8198
74,0.6244,1.0000,1.000,0.8444,0.1956,0.0378,0.6339,0.8154
75,0.7222,1.0000,1.000,0.8533,0.1778,0.0311,0.6477,0.8224
76,0.6956,1.0000,1.000,0.8200,0.2222,0.0400,0.5943,0.7529
77,0.7733,1.0000,1.000,0.7311,0.3022,0.0333,0.5520,0.7229
78,0.7533,1.0000,1.000,0.8422,0.2067,0.0489,0.6143,0.7694
79,0.6644,1.0000,1.000,0.7644,0.2644,0.0289,0.5487,0.6799
80,0.7622,1.0000,1.000,0.7644,0.2689,0.0289,0.5429,0.6228
81,0.6133,1.0000,1.000,0.7911,0.2422,0.0333,0.5632,0.6981
82,0.7556,1.0000,1.000,0.8556,0.1800,0.0356,0.6502,0.8139
83,0.7578,1.0000,1.000,0.7711,0.2533,0.0244,0.5864,0.7335
84,0.6844,1.0000,1.000,0.8333,0.2089,0.0400,0.5907,0.7190
85,0.6844,1.0000,1.000,0.8778,0.1711,0.0489,0.6623,0.8374
86,0.6356,1.0000,1.000,0.8244,0.2133,0.0378,0.6039,0.7836
87,0.7556,1.0000,1.000,0.8444,0.2044,0.0489,0.6211,0.7907
88,0.7089,1.0000,1.000,0.7956,0.2378,0.0333,0.6135,0.8014
89,0.7356,1.0000,1.000,0.8556,0.1733,0.0289,0.6471,0.7941
90,0.7089,1.0000,1.000,0.8622,0.1844,0.0467,0.6492,0.8145
91,0.7889,1.0000,1.000,0.7711,0.2600,0.0311,0.5403,0.6425
92,0.7000,1.0000,1.000,0.7756,0.2511,0.0267,0.6036,0.7671
93,0.7511,1.0000,1.000,0.8200,0.2200,0.0400,0.6223,0.8030
94,0.6956,1.0000,1.000,0.8267,0.2000,0.0267,0.6351,0.7984
95,0.7400,1.0000,1.000,0.8533,0.1867,0.0400,0.6646,0.8564
96,0.7044,1.0000,1.000,0.8378,0.1956,0.0333,0.6330,0.8119
97,0.7600,1.0000,1.000,0.8356,0.2000,0.0356,0.6361,0.8181
98,0.6889,1.0000,1.000,0.8644,0.1889,0.0533,0.6561,0.8535
99,0.6867,1.0000,1.000,0.8267,0.2000,0.0244,0.6280,0.7968
100,0.7044,1.0000,1.000,0.8267,0.2133,0.0400,0.6330,0.8045
101,0.7222,1.0000,1.000,0.8222,0.2222,0.0444,0.5872,0.7546
102,0.6800,1.0000,1.000,0.8467,0.1911,0.0356,0.6376,0.7973
103,0.7156,1.0000,1.000,0.8244,0.2133,0.0378,0.6397,0.8228
104,0.6578,1.0000,1.000,0.8578,0.1978,0.0489,0.6225,0.7851
105,0.7422,1.0000,1.000,0.8511,0.2000,0.0489,0.6515,0.8230
106,0.7244,1.0000,1.000,0.7800,0.2733,0.0533,0.5638,0.7254
107,0.7133,1.0000,1.000,0.8422,0.2067,0.0489,0.6415,0.8166
108,0.7111,1.0000,1.000,0.8200,0.2200,0.0356,0.6149,0.7876
109,0.7667,1.0000,1.000,0.7289,0.2911,0.0200,0.5475,0.6667
110,0.7711,1.0000,1.000,0.8133,0.2267,0.0400,0.6187,0.8212
111,0.6711,1.0000,1.000,0.8556,0.1889,0.0422,0.6524,0.8411
112,0.7889,1.0000,1.000,0.8156,0.2178,0.0333,0.6428,0.8525
113,0.7533,1.0000,1.000,0.7689,0.2622,0.0311,0.5767,0.7334
114,0.7378,1.0000,1.000,0.8400,0.2133,0.0533,0.6208,0.7906
115,0.6467,1.0000,1.000,0.8089,0.2333,0.0422,0.5979,0.7754
116,0.6444,1.0000,1.000,0.7356,0.2844,0.0200,0.5771,0.7303
117,0.7422,1.0000,1.000,0.5956,0.4200,0.0156,0.4574,0.4807
118,0.7378,1.0000,1.000,0.7511,0.2622,0.0133,0.5924,0.7840
119,0.7689,1.0000,1.000,0.8222,0.2222,0.0444,0.6050,0.7809
120,0.7956,1.0000,1.000,0.8067,0.2311,0.0378,0.6069,0.7907
121,0.7089,1.0000,1.000,0.7689,0.2511,0.0200,0.5930,0.7473
122,0.7267,1.0000,1.000,0.8067,0.2267,0.0333,0.6072,0.7886
123,1.0000,1.0000,1.000,0.8067,0.2267,0.0333,0.6072,0.7886
