epoch,stability,assigned_frac,anchors_per_gt,DR,miss_frac,dup_frac,cm_mean,cm_median
62,0.6333,1.0000,1.000,0.8067,0.2067,0.0133,0.6439,0.8121
63,0.7178,1.0000,1.000,0.7756,0.2467,0.0200,0.5988,0.7693
64,0.6178,1.0000,1.000,0.8244,0.2111,0.0333,0.6323,0.8276
65,0.6444,1.0000,1.000,0.8067,0.2422,0.0444,0.5925,0.7747
66,0.7556,1.0000,1.000,0.8311,0.2022,0.0333,0.6357,0.8322
67,0.6867,1.0000,1.000,0.7889,0.2578,0.0467,0.5828,0.7561
68,0.7689,1.0000,1.000,0.7822,0.2422,0.0244,0.5701,0.7121
69,0.6578,1.0000,1.000,0.7178,0.3000,0.0178,0.5434,0.6665
70,0.6600,1.0000,1.000,0.7600,0.2556,0.0156,0.5714,0.7393
71,0.7044,1.0000,1.000,0.8467,0.1778,0.0244,0.6355,0.7800
72,0.7556,1.0000,1.000,0.8289,0.1911,0.0200,0.6245,0.7830
73,0.6067,1.0000,1.000,0.5889,0.4222,0.0111,0.4241,0.4555
74,0.6289,1.0000,1.000,0.7533,0.2622,0.0156,0.5952,0.7585
75,0.6889,1.0000,1.000,0.6533,0.3578,0.0111,0.4810,0.5483
76,0.7311,1.0000,1.000,0.6244,0.3889,0.0133,0.4643,0.4605
77,0.7356,1.0000,1.000,0.7644,0.2689,0.0333,0.5640,0.7409
78,0.7089,1.0000,1.000,0.7756,0.2422,0.0178,0.5966,0.7725
79,0.7622,1.0000,1.000,0.7711,0.2556,0.0267,0.5884,0.7725
80,0.7511,1.0000,1.000,0.7711,0.2467,0.0178,0.5901,0.7456
81,0.6667,1.0000,1.000,0.6778,0.3444,0.0222,0.5034,0.6338
82,0.6444,1.0000,1.000,0.7311,0.2844,0.0156,0.5809,0.7584
83,0.7378,1.0000,1.000,0.7400,0.2733,0.0133,0.5708,0.7282
84,0.7400,1.0000,1.000,0.7333,0.2800,0.0133,0.5534,0.6729
85,0.6689,1.0000,1.000,0.8244,0.2089,0.0333,0.6407,0.8339
86,0.7178,1.0000,1.000,0.6889,0.3267,0.0156,0.5278,0.6590
87,0.6556,1.0000,1.000,0.6956,0.3200,0.0156,0.5452,0.7011
88,0.7267,1.0000,1.000,0.6356,0.3822,0.0178,0.4661,0.5023
89,0.7533,1.0000,1.000,0.8044,0.2133,0.0178,0.6372,0.8138
90,0.6622,1.0000,1.000,0.7089,0.2978,0.0067,0.5520,0.6979
91,0.7267,1.0000,1.000,0.7578,0.2578,0.0156,0.6050,0.7902
92,0.7267,1.0000,1.000,0.6556,0.3600,0.0156,0.4888,0.5549
93,0.6689,1.0000,1.000,0.8489,0.1800,0.0289,0.6755,0.8495
94,0.7556,1.0000,1.000,0.6600,0.3511,0.0111,0.5205,0.6296
95,0.7267,1.0000,1.000,0.7400,0.2822,0.0222,0.5448,0.6901
96,0.6489,1.0000,1.000,0.6267,0.3867,0.0133,0.4567,0.4600
97,0.7222,1.0000,1.000,0.5778,0.4311,0.0089,0.4502,0.4481
98,0.7289,1.0000,1.000,0.6489,0.3622,0.0111,0.5070,0.6380
99,0.7111,1.0000,1.000,0.8422,0.1889,0.0311,0.6594,0.8541
100,0.6911,0.9978,1.000,0.6644,0.3467,0.0111,0.5226,0.6576
101,0.7578,1.0000,1.000,0.6133,0.4044,0.0178,0.4796,0.5667
102,0.7600,1.0000,1.000,0.7044,0.3156,0.0200,0.5399,0.6808
103,0.7267,1.0000,1.000,0.8400,0.1867,0.0267,0.6665,0.8671
104,0.7022,1.0000,1.000,0.7689,0.2489,0.0178,0.6079,0.7752
105,0.6533,1.0000,1.000,0.5400,0.4733,0.0133,0.4228,0.3483
106,0.6578,1.0000,1.000,0.7311,0.2800,0.0111,0.5806,0.7641
107,0.7244,1.0000,1.000,0.7333,0.2867,0.0200,0.5613,0.7214
108,0.7178,1.0000,1.000,0.7578,0.2600,0.0178,0.5944,0.7762
109,0.7378,1.0000,1.000,0.7444,0.2667,0.0111,0.5787,0.7206
110,0.7622,1.0000,1.000,0.7556,0.2533,0.0089,0.6117,0.7872
111,0.7222,1.0000,1.000,0.7889,0.2200,0.0089,0.6255,0.7909
112,0.7600,1.0000,1.000,0.7800,0.2422,0.0222,0.6102,0.7960
113,1.0000,1.0000,1.000,0.7800,0.2422,0.0222,0.6102,0.7960
